DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),Empirical studies for innovation dissemination: ten years of experience,"M. T. Baldassarre, D. Caivano, G. Visaggio",International Conference on Evaluation & Assessment in Software Engineering,2013,"Context: technology transfer and innovation dissemination are key success factors for an enterprise. The shift to a new software technology determines inevitable changes to ingrained and familiar processes and at the same time leads to changes in practices, requires training and commitment on behalf of technical staff and management. As so, it cannot leave out neither organizational nor technical factors. Objective: our conjecture is that the process of innovation dissemination is facilitated if the new technology is supported by empirical evidence. In this sense, Empirical Software Engineering (ESE) serves as support for transferring an innovation, either it being a process or product, within production processes. Method: this paper investigates the relation between empirical studies and technical/organizational factors in order to identify the most suitable empirical study for disseminating an innovation in an enterprise. The analysis has been carried out with respect to empirical studies carried out during a ten year time span within the Software Engineering Research LABoratory (SERLAB), at the University of Bari. Results: the results point out that a critical factor in designing empirical studies is the quality model, i.e. measurement program defined by researchers during the study and used to collect relevant information on the effectiveness and efficacy of the innovation being transferred, in order to gain commitment on behalf of stakeholders who will finally adopt the technology. Conclusion: the study outcomes provide an empirically founded guideline that can be used when choosing the most appropriate approach for addressing an innovation.",151920744,33,47,(missing PubMedId)
10.1145/3193965.3193970,Protocol and tools for conducting agile software engineering research in an industrial-academic setting: a preliminary study,"Katarzyna Biesialska,  Xavier Franch,  Victor Muntés-Mulero",(missing journal),2018,"Conducting empirical research in software engineering industry is a process, and as such, it should be generalizable. The aim of this paper is to discuss how academic researchers may address some of the challenges they encounter during conducting empirical research in the software industry by means of a systematic and structured approach. The protocol developed in this paper should serve as a practical guide for researchers and help them with conducting empirical research in this complex environment.",f75bee55-81b3-49d9-8f7b-70eda1bdaeab,7,30,(missing PubMedId)
(missing DOI),Predicting acceptance of Software Process Improvement,"M. Umarji, C. Seaman",ACM SIGSOFT Softw. Eng. Notes,2005,"Software Process Improvement (SPI) initiatives induce organizational change, by introducing new tools, techniques and work practices. Organizations have to address acceptance issues such as resistance to change, compatibility and fear of adverse consequences. Social psychology literature includes the Technology Acceptance Model (TAM) and the Theory of Planned Behavior (TPB), which study such adoption issues and predict intention to use and actual usage of workplace technology. Some constructs of these models could be applied to software organizations to make it easier for them to counter the initial resistance and to assimilate process improvement into the work culture. To increase applicability of these models to the SPI context, some additional constructs are proposed, by taking into account organizational culture, the impact of changes caused by SPI and the unique characteristics of software developers.",151283015,44,28,(missing PubMedId)
(missing DOI),External Experiments – A Workable Paradigm for Collaboration Between Industry and Academia,Frank Houdek,Series on software engineering and knowledge engineering,2003,"Results of empirical investigations are key input for industrial software process improvement activities. The relevance of an investigation for a given environment, however, depends on the similarities or dissimilarities of the investigation environment compared to the industrial environment which is interested in using a new technology. The optimal (or most relevant) results may be gained when performing the experiment in the industrial environment itself. Unfortunately, this takes place only rarely as experiments in industrial environments are either expensive (when new and old technology are used in parallel) or risky (when only the new technology is used).To overcome this dilemma, we introduced the concept of external experiments, i.e. experiments which are conducted in an environment different from the industrial target environment and which tries to simulate the characteristics of the industrial environment as best as possible. This paper describes this concept in detail, presents a process for identification, conduction and exploitation of such experiments and shows some results from past investigations which used this concept.",148991101,12,31,(missing PubMedId)
(missing DOI),SOFTWARE ENGINEERING PROCESS,K. Emam,(missing journal),2000,"The software engineering process Knowledge Area has witnessed dramatic growth over the last decade. This was partly due to a recognition by major acquirers of systems where software is a major component that process issues can have an important impact on the ability of their suppliers to deliver. Therefore, they encouraged a focus on the software engineering process as a way to remedy this. Furthermore, the academic community has recently pursued an active research agenda in developing new tools and techniques to support software engineering processes, and also empirically studying these processes and their improvement. It should also be recognized that many software engineering process issues are closely related to other disciplines, namely those in the management sciences, albeit they have used a different terminology. The industrial adoption of software engineering process technology has also been increasing, as demonstrated by a number of published success stories. Therefore, there is in fact an extensive body of knowledge on the software engineering process. Keywords",142754770,20,126,(missing PubMedId)
(missing DOI),3-step knowledge transition,"B. Michalik, J. Nawrocki, Miroslaw Ochodek",2008 ACM/IEEE 30th International Conference on Software Engineering,2008,"Software engineering is developing very fast. To keep up with the changes, software companies need effective methods of knowledge transfer. In the paper a 3-step approach to knowledge transfer, called Technical Drama, is presented. The paper is focused on transferring knowledge concerning architecture evaluation, but the approach could also be applied to transferring knowledge concerning inspections, testing etc. It is claimed in the paper that the Technical Drama can be useful in the industrial context (two case studies are described) as well as at university (then a kind of software studio is required).",139700700,6,33,(missing PubMedId)
(missing DOI),Understanding Acceptance of Information System Development and Management Methodologies by actual Users: A Review and Assessment of Existing Literature,"Kunal Mohan, Frederik Ahlemann",International Journal of Information Management,2013,(missing abstract),135520758,28,83,(missing PubMedId)
(missing DOI),CERSE - Catalog for empirical research in software engineering: A Systematic mapping study,"Jefferson Seide Molléri, Kai Petersen, Emilia Mendes",Information & Software Technology,2018,(missing abstract),134582405,31,363,(missing PubMedId)
(missing DOI),Guide to Advanced Empirical Software Engineering,"Forrest Shull, Janice Singer, Dag I.K. Sjøberg",(missing journal),2007,"This book gathers chapters from some of the top international empirical software engineering researchers focusing on the practical knowledge necessary for conducting, reporting and using empirical methods in software engineering. Topics and features include guidance on how to design, conduct and report empirical studies. The volume also provides information across a range of techniques, methods and qualitative and quantitative issues to help build a toolkit applicable to the diverse software development contexts",134521980,1104,230,(missing PubMedId)
(missing DOI),Software Technology Maturation and Software Security,Trina Kay Locklear,(missing journal),2019," technology maturation, also referred to as technology transfer, is as difficult as it is rare, mostly because of the time scale involved.   maturation is defined as the process of taking a piece of technology from conception to popularization. Frequently, software engineers and developers tend to oversimplify the problems of technology transfer. They attribute problems to management pressures that complicate the use of software-engineering practices.  However, a good understanding of the processes and problems is necessary to effectively tackle the technology-transfer problem.  Without that understanding, the transfer of inappropriate technology to an organization without the maturity to understand and absorb it is likely to do harm, rather than to bring benefits.  This research aims to answer two research questions regarding the technology maturation.  Namely, is Redwine and Riddle's Software Technology Maturation study the accepted and gold standard within the software engineering discipline for assessing the maturation of software technology?  Secondly, can the software technology maturation study be applied to other areas of software technology? The purpose of this research is to answer these questions of interest which will serve as the basis for the second implementation; applying the Redwine and Riddle criteria to the comparatively young discipline of software security. The primary goal for the second implementation is to explore and extend the second research question and demonstrate the maturity phases for the field of software security.",133773932,0,50,(missing PubMedId)
(missing DOI),Understanding the Belief Systems behind Software Engineering Practices: Studies on Evidence-Based Practices in an Industrial Setting,Maria Carolina Mello Passos,(missing journal),2017,(missing abstract),133704907,0,105,(missing PubMedId)
(missing DOI),Training students to be innovative information systems developers: synergizing project-based learning with problem-based learning,"Wee-Kek Tan, H. Teo",SIGMIS CPR '09,2009,"The competitive nature of today's business environment has made it necessary for educators to inculcate in our students a sense of innovativeness in Information Systems (IS) development. While working on real-world projects presents the most ideal opportunity to achieve this objective, it is not always possible to gain access to them. This paper proposes how the case study pedagogy using problem-based learning can be synergized with project-based learning to provide a feasible alternative. An integrative research model based on the IS development methodology acceptance theories is used to investigate the usefulness, satisfaction and acceptance of the proposed business innovation process.",131646946,5,48,(missing PubMedId)
(missing DOI),Towards Envisaging Software Testing in a Pervasive Computing World,"Vinicius H. S. Durelli, A. T. Endo, A. Simão, M. Delamaro",2012 26th Brazilian Symposium on Software Engineering,2012,"Pervasive computing has been increasingly finding its way into mainstream. Such paradigm has been fostering the development of systems that transparently interact with users, push context awareness further, and are able to deal with aspects of the user's day-to-day experience. Pervasive systems have been constantly and invisibly introduced in our everyday lives, moving us towards a pervasive computing world. Therefore, in this paper we argue that there is a need to prepare for the challenges that such paradigm will bring about. As dependability is a key feature in pervasive environments, we highlight some of these challenges in the light of software testing, which will play an important role on a plausible pervasive computing world. We address this topic by (i) illustrating challenges for testing pervasive software in an example scenario, (ii) describing our outlook on how the tool support for testing pervasive systems will interact with testers and practitioners alike, and (iii) outlining what research thrusts we need to emphasize in order to prepare for this change.",130722851,0,22,(missing PubMedId)
(missing DOI),A modeling language's evolution driven by tight interaction between academia and industry,"Thomas Aschauer, G. Dauenhauer, W. Pree",2010 ACM/IEEE 32nd International Conference on Software Engineering,2010,"Domain specific languages play an important role in model-driven engineering of software-intensive industrial systems. A rich body of knowledge exists on the development of languages, modeling environments, and transformation systems. The understanding of architectural choices for combining these parts into a feasible solution, however, is not particularly deep. We report on an endeavor in the realm of a technology transfer process from academia to industry, where we encountered unexpected influences of the architecture on the modeling language. By examining the evolution of our language and its programming interface, we show that these influences mainly stemmed from practical considerations; for identifying these early on, tight interaction between our research lab and the industrial partner was key. In addition, we share insights into the practice of cooperating with industry by presenting essential lessons we learned.",130607548,13,32,(missing PubMedId)
(missing DOI),Setting quality targets for coming releases with QUPER: an industrial case study,"Richard Berntsson Svensson, Yuri Sprockel, Björn Regnell, Sjaak Brinkkemper",Requirements Engineering,2012,"Quality requirements play a critical role in driving architectural design and are an important issue in software development. Therefore, quality requirements need to be considered, specified, and quantified early during system analysis and not later in the development phase in an ad-hoc fashion. This paper presents the quality performance model that estimates quality targets in relation to market expectations as a basis for the architecting of quality requirements. The purpose of the model is to provide concepts for qualitative reasoning of quality levels in the decision-making of setting actual targets of quality requirements for coming releases of the product. The quality performance model is evaluated at one case company, using a market-driven development approach, in the electronic payment-processing domain. The results show that the model is useful for supporting early decision-making in, e.g., release planning of quality requirements.",130155090,17,45,(missing PubMedId)
(missing DOI),Transfering Software Form Univesities to Industries: A Case Study ICTL,"P. Ponce, A. Molina","2018 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",2018,"To develop digital control systems (software) is a very attractive idea for solving industrial control problems because the required budget for designing it could be lower than designing hardware for control systems; thus, several universities in Mexico are interested in developing digital control Toolkits that can be deployed in commercial platforms. Moreover, some industries need to improve their conventional control systems, so intelligent control systems are an excellent opportunity for being implemented as industrial solutions. However, when this software is transferred from universities to the industry sector, some considerations must be considered to avoid complications during the technology transfer process. This paper shows how software for intelligent control systems based on LabVIEW (ICTL) was transfer to the industry as well as the main steps that were followed to attract a market sector in the industrial automation segment. Also, this paper illustrates some experiences that were learned during the transferring process at Tecnologico de Monterrey in Mexico.",129009213,0,12,(missing PubMedId)
(missing DOI),Towards an achievement of successful technology transfers,Abiodun Ogunyemi,(missing journal),2013,(missing abstract),119222291,0,8,(missing PubMedId)
(missing DOI),Experience driven software process assessment and improvement,Martin Ivarsson,(missing journal),2009,"To maintain and increase competitive advantages, software organizations must continually strive to refine and improve their development processes. Software process assessment and improvement is the means by which development organizations assure and improve their processes, practices and tools to support their specific needs. Development practices are ultimately based on the knowledge and experiences of the organization’s staff. However, relying only on experiences inherent to the organization might, in the long run, mean becoming increasingly good at using obsolete practices. Thus, organizations also need to take advantage of industry best practice, innovations and, knowledge and experience inherent to the organization for improvements.    This thesis presents research aimed at supporting organizations to assess and improve their processes and practices with a focus on requirements engineering. First, the validation of a framework for assessment and improvement planning enables identification of improvement issues. The framework is characterized by relative accuracy and resource efficiency in using multiple data sources and involving practitioners in identifying what needs to be improved first. When challenges have been uncovered, the decision for how to improve involves: looking for innovation by introducing new practices, or improve practices currently used in the organization.   To support process innovation, an investigation of the level and quality of evidence in requirements engineering research was made. Technology evaluations are classified according to the level of industrial relevance and rigor. To support learning from experiences inherent to the organization, a framework for diffusing and improving practices was developed and evaluated. Practices are used to transfer knowledge between different parts of the organization. Experiences from practice usage are then collected in postmortems offering iteratively improved decisions support. As the validity of experiences collected can be questioned, an example of how to strengthen the evidence is presented. The results can be stored in relation to the practice to improve the decision support related to it.   The main contribution of the thesis is the development and evaluation of methods for process assessment and improvement based on experience and knowledge inherent to an organization. Another contribution is the investigation into state-of-research in requirements engineering. It is important to leverage experiences both internal and external to an organization when making decisions on what practices to use. Future work should investigate how to balance process and practice innovation and refinement.",117061820,2,295,(missing PubMedId)
(missing DOI),References,(missing authors),(missing journal),2012,(missing abstract),116812132,0,117,(missing PubMedId)
(missing DOI),An experimental investigation of formality in UML-based development,"L. Briand, Y. Labiche, M. D. Penta, Han Yan-Bondoc",IEEE Transactions on Software Engineering,2005,"The object constraint language (OCL) was introduced as part of the Unified Modeling Language (UML). Its main purpose is to make UML models more precise and unambiguous by providing a constraint language describing constraints that the UML diagrams alone do not convey, including class invariants, operation contracts, and statechart guard conditions. There is an ongoing debate regarding the usefulness of using OCL in UML-based development, questioning whether the additional effort and formality is worth the benefit. It is argued that natural language may be sufficient, and using OCL may not bring any tangible benefits. This debate is in fact similar to the discussion about the effectiveness of formal methods in software engineering, but in a much more specific context. This paper presents the results of two controlled experiments that investigate the impact of using OCL on three software engineering activities using UML analysis models: detection of model defects through inspections, comprehension of the system logic and functionality, and impact analysis of changes. The results show that, once past an initial learning curve, significant benefits can be obtained by using OCL in combination with UML analysis diagrams to form a precise UML analysis model. But, this result is however conditioned on providing substantial, thorough training to the experiment participants.",116770414,141,45,(missing PubMedId)
(missing DOI),The Management of University–Industry Collaborations Involving Empirical Studies of Software Enginee,"Timothy C. Lethbridge, Steve Lyon, Peter Perry",Springer eBooks,2007,(missing abstract),115346387,8,21,(missing PubMedId)
(missing DOI),The Role of Quality Assurance in Software Development Projects: Project Failures and Business Performance.,"Ahmed Mateen, Muhammad Jahanzaib, Nayyar Iqbal",arXiv: Software Engineering,2017,"In the product business still battles with the hard assignment of creating programming applications that meet quality gauges, and spending limitations. The requirement for programming to be without mistake remained a test to the IT business. Hence, the basic role of this study is to answer why officials hesitant to apportion assets to quality confirmation (QA) process amid the procedure of the framework advancement life cycle (SDLC)? This exploration utilized a quantitative study outline to research to what degree the inclusion of QA amid the SDLC procedure diminished programming venture disappointments. The information will be investigate utilizing inductive techniques and was expected to be summed up to the whole IT programming improvement populace. The exploration showed a feeling that incorporation of QA in all periods of SDLC was a great marvel. To gather the essential information, a proficient study will be led through survey structure will be utilized to take the criticisms and perspectives from various programming houses and industry specialists. The last stage will be the elucidating factual investigation by utilizing measurable techniques. Matlab programming will be utilized to gauge the fluctuation and execution by contrasting the execution parameters. As a consequence of this examination, the odds of the venture disappointment amid undertaking advancement will be declines and the business execution of the tasks will be expansions.",113257546,4,20,(missing PubMedId)
(missing DOI),Supporting Release Planning of Quality Requirements: The Quality Performance Model,Richard Berntsson Svensson,(missing journal),2010,"In a competitive environment, as experienced by market-driven organizations, it is important to plan software product releases with time-to-market in mind. To increase the chances of market success, software products need to be released to the market, not only at the right time, but also with higher level of quality than the competitors' products. Thus quality requirements can be seen as a key competitive advantage. An especially challenging problem for an organization that develops software products offered to a market is to set the right quality target in relation to future market demands and competitor products. When is the quality level a competitive advantage? The goal of this thesis is to increase the awareness and understanding of quality requirements, and to find means for improving the ability to make early estimates of quality requirements, e.g., performance requirements, in order to enhance high-level decision-making related to release planning and roadmapping. This thesis is based on empirical research using a flexible research design. The research contains two qualitative surveys of quality requirements challenges in market-driven software product development organizations based on interviews with practitioners. From these surveys, issues emerge such as when the quality level is good enough, and how to get quality requirements into projects when functional requirements are prioritized. A case study within the embedded software domain investigates how quality requirements are classified and specified (including quantification) in an industrial context, which concludes that for a method to be successful, it is important that the method itself is flexible enough to handle the diverse nature of quality requirements. A model called QUPER (QUality PERformance) is evolved and evaluated in two organizations. The model aims at supporting release planning of quality requirements, and was found relevant by both organizations. Finally, a prototype tool for the QUPER model was developed and evaluated in a software organization. The QUPER prototype tool was found to provide a clear overview of the current market situation by the generated roadmaps, and to reach an alignment between practitioners, e.g., product managers and developers, of what level of quality is actually needed. (Less)",108638646,5,94,(missing PubMedId)
(missing DOI),A Longitudinal Study of the Use of a Test-Driven Development Practice in Industry,"Julio Cesar Sanchez, Laurie Williams, E. Michael Maximilien",(missing journal),2006,"Test-Driven Development (TDD) is an agile practice that is widely accepted and advocated by most agile methods and methodologists. In this paper, we report on a longitudinal case study of an IBM team who has sustained use of TDD for five years and over ten releases of a Java-implemented product. The team worked from a design and wrote tests incrementally before or while they wrote code and, in the process, developed a significant asset of automated tests. The IBM team realized sustained quality improvement relative to a pre-TDD project and consistently had defect density below industry standards. As a result, our data indicate that the TDD practice can aid in the production of high quality products. This quality improvement would compensate for the moderate perceived productivity losses. Additionally, the use of TDD may decrease the degree to which code complexity increases as software ages.",107079443,18,25,(missing PubMedId)
(missing DOI),Muse over university organisational ecology in action and service-oriented architectures,"S. Ramakrishnan, A. Cambrell",(missing journal),2004,"This paper muses over two e-engineering projects, which use service-oriented architectures to navigate the complexities of e-engineering age. One of these projects is a Monash University Software Engineering (MUSE) portal, which has been developed to provide a central mechanism for group interaction, collaboration and knowledge aggregation to assist students in completing their final year capstone projects. Learning in part of a wider ecology, and benefits from interdependent resources and expertise in an organizational grouping forming a Web of interconnected parts. Collaboration and cooperation sustains this ecology (Maiden, 2003). The paper explores the interconnected aspects via service-oriented architectures and organization units (be it for a course or organizations in a consortium). The paper details the service-oriented architecture of our MUSE portal which is aimed at sustaining the capstone group's ecological requirements of collaboration and cooperation in their group project. The second project is about an E-commerce (B2B) Technology Infusion Project for Australian Rail Manufacturers (ARM). It uses emerging innovative business models with Web services and associated technology to deliver B2B as a new technology infusion program initiative from the research organization (MUSE) to the industry consortium of ARM. It is aimed at providing business integration through Web services (B2B) for a cluster of small to medium enterprises (SMEs). We reflect on (muse over) how the organisational ecology is achieved for the MUSE portal and for the ARM Consortium's B2B project. Services are discrete, self-contained applications that sit within the MUSE portal framework. Web services suit the decentralised nature of this B2B project.",104227750,2,9,(missing PubMedId)
(missing DOI),Sustainable Technology Transfer,"T. Punter, R. Krikhaar, R. J. Bril",TT '06,2006,"In this position paper we address the issue of transferring a technology from research into an industrial organization by presenting a refined process for technology transfer. Based on over two decades of industrial experience, we identified the need for a dedicated technology engineering phase for that process. Although little attention has been paid to this technology engineering phase in the academic world, we believe it to be essential for sustainable technology transfer.",103492213,13,20,(missing PubMedId)
(missing DOI),A Theory of User Acceptance of IS Project Management Methodologies: Understanding the Influence of Psychological Determinism and Experience,"Kunal Mohan, Frederik Ahlemann",Wirtschaftsinformatik und Angewandte Informatik,2010,"Despite the overwhelming advantages of using an IS project management methodology, organisations are rarely able to motivate their staff to use them: Consequently, this lack of methodology usage by individuals fails to deliver the expected advantages of better quality, control, less time and effort. We analyse the determinants of an individual‘s intention to use IS project management methodology in order to enable organisations to engineer those that meet the needs of actual users and are really used by them. Results from an exploratory field study conducted in a service organisation, are used to construct a conceptual model. Based upon this research model, we posit that: a) value of a methodology, b) workgroup influence, c) self-beliefs, d) organisational characteristics, and e) previous habits influence intention to use a methodology. Additionally, we find that the strength of these relationships depends upon the needs of an individual and the degree of prior experience they have in using similar methodology.",99957558,3,83,(missing PubMedId)
(missing DOI),Technology transfer decision support in requirements engineering research: a systematic review of REj,"Martin Ivarsson, Tony Gorschek",Requirements Engineering,2009,"One of the main goals of an applied research field such as requirements engineering is the transfer of research results to industrial use. To promote industrial adoption of technologies developed in academia, researchers need to provide tangible evidence of the advantages of using them. This can be done through industry validation, enabling researchers to test and validate technologies in a real setting with real users and applications. The evidence obtained, together with detailed information on how the validation was conducted, offers rich decision support material for industrial practitioners seeking to adopt new technologies. This paper presents a comprehensive systematic literature review of all papers published in the Requirements Engineering journal containing any type of technology evaluation. The aim is to gauge the support for technology transfer, i.e., to what degree industrial practitioners can use the reporting of technology evaluations in the journal as decision support for adopting the technologies in industrial practice. Findings show that very few evaluations offer full technology transfer support, i.e., have a realistic scale, application or subjects. The major improvement potential concerning support for technology transfer is found to be the subjects used in the evaluations. Attaining company support, including support for using practitioners as subjects, is vital for technology transfer and for researchers seeking to validate technologies.",99535334,116,66,(missing PubMedId)
(missing DOI),Towards improved Adoption: Effectiveness of Research Tools in the Real World.,"Richa Awasthy, Shayne Flint, Ramesh Sankaranarayana",(missing journal),2015,(missing abstract),99063235,2,13,(missing PubMedId)
(missing DOI),Method in action and method in tool: a stakeholder perspective,"Björn Lundell, Brian Lings",Journal of Information Technology,2004,"Tool support for information systems (IS) development can be considered from many perspectives, and it is not surprising that different stakeholders perceive such tools very differently. This can contribute on one side to poor selection processes and ineffective deployment of CASE, and on another to inappropriate tool development. In this paper, the relationship between CASE-tools and IS development methods is considered from three stakeholder perspectives: concept developer, IS developer and product developer. These perspectives, and the tensions between them, are characterised within a 'stakeholder triangle'. Some of the major issues related to each tension are highlighted, and the triangle is then used to consider the importance, and implications for all stakeholders, of considering all tensions together. In particular, we suggest that the concept of 'method in action' be complemented by that of 'method in tool'. We believe that these insights will contribute to the continuing debate on how to reduce adoption failures.",98386339,29,80,(missing PubMedId)
(missing DOI),Assessing the Kinect technology acceptance/diffusion into healthcare (the case of physical therapy),"N. Rahimi, J. Golzarian",Int. J. Medical Eng. Informatics,2015,"Ludic engagement provides opportunity to gain from available gaming innovations to efficiently enhance mobility, reduce cost and error, and improve quality of life, particularly for patients suffering from stroke or other traumas left with reduced mobility and access to physical therapy often needed for long periods of time. Early clinical trials and implementations have provided promising evidences to the feasibility of using sensors, speech, voice recognition and visual interaction functionality of gaming consoles for assessing and improving physical performance of patients. This paper studies the cause and effect interplay of the salient derivers in the acceptance of ludic engagement. It reports on the conducted literature review and by performing ethnographic interviews creates a combined map of users' mental landscape using fuzzy cognitive map (FCM). Then using FCM simulation, the scenario of financial stimulation is identified as the most successful path to the timely adoption of ludic engagement.",96638385,1,40,(missing PubMedId)
(missing DOI),"Committed Use of Project Management Methodologies: Understanding the Role of Costs, Benefits, and Psychological Needs","Kunal Mohan, Frederik Ahlemann",International Conference on Information Systems,2012,"Even when employees use project management methodologies (PMMs), the question regarding the nature of their use remains, i.e. are they using PMMs in a dedicated manner? While empirical research states that the usefulness of a methodology is the single most important determinant of its acceptance and use by actual users, studies have not examined which methodology use outcomes are more important for which type of people regarding determining their committed PMM use behavior. In our study, we develop a theoretically and practically complete, as well as relevant, typology of the costs and benefits of using a methodology and study the effect of personal traits such as psychological needs. We develop and test a conceptual model, using a sample of 2,651 participants, which shows that individual needs determine which costs and/or benefits have a greater effect on individuals’ committed use of a PMM.",95293425,1,233,(missing PubMedId)
(missing DOI),Understanding the Acceptance and Usage of IT Project Management Methodologies: Towards a Conceptual Model supported by Case Studies,Kunal Mohan,Americas Conference on Information Systems,2009,"Organizations invest considerable resources in the development and implementation of IT project management (IT PM) methodologies to increase productivity and quality as well as to save time, effort, and resources. However, such methodologies are often rejected outright by users. Our research analyzes the determinants of individual usage behavior in order to enable organizations to engineer IT PM methodologies that not only provide strategic benefits but also meet the needs of actual users. The existing literature, especially Triandis’ Theory of Interpersonal Behavior as well as initial case study results from a number of organizations are used to construct a conceptual model. This research model includes four dimensions: a) Value, b) workgroup influence, c) self-beliefs, and d) organizational characteristics, which are all considered to positively influence the development of the intention to use a methodology. Additionally, we find that the effect of intentions on actual usage can be weakened by an individual’s automatic behavior such as habits.",92297252,5,37,(missing PubMedId)
(missing DOI),From User-Centered to Adoption-Centered Design: A Case Study of an HCI Research Innovation Becoming a Product,"Parmit K. Chilana, Amy J. Ko, J. Wobbrock",CHI,2015,"As we increasingly strive for scientific rigor and generalizability in HCI research, should we entertain any hope that by doing good science, our discoveries will eventually be more transferrable to industry? We present an in-depth case study of how an HCI research innovation goes through the process of transitioning from a university project to a revenue-generating startup financed by venture capital. The innovation is a novel contextual help system for the Web, and we reflect on the different methods used to evaluate it and how research insights endure attempted dissemination as a commercial product. Although the extent to which any innovation succeeds commercially depends on a number of factors like market forces, we found that our HCI innovation with user-centered origins was in a unique position to gain traction with customers and garner buy-in from investors. However, since end users were not the buyers of our product, a strong user-centered focus obfuscated other critical needs of the startup and pushed out perspectives of non-user-centered stakeholders. To make the research-to-product transition, we had to focus on adoption-centered design, the process of understanding and designing for adopters and stakeholders of the product. Our case study raises questions about how we evaluate the novelty and research contributions of HCI innovations with respect to their potential for commercial impact.",92105141,77,25,(missing PubMedId)
(missing DOI),Evaluating a model of software managers' information needs: an experiment,Andreas Jedlitschka,ESEM '10,2010,"Background: The identification of alternative technologies - which is one step of the formal decision-making process -- results in a judgment on whether a technology is considered as a candidate for the further decision-making process. A model has been proposed that aims at improving the delivery of relevant information from ESE research to software managers.
 Objectives: Evaluate the effectiveness of the model of software managers information needs
 Method: Experiment with software managers from industry who read two versions of a report on a controlled experiment, one of which contained the information as required by the information needs model.
 Results: Participants reading the version of the report based on the model perceived that they could judge better whether the technology is appropriate than those reading the original version of the paper.
 Conclusion: The information needs model provides a means for supporting the identification of alternative solutions and thus has the potential to solve the problem of making decisions.",92093989,11,27,(missing PubMedId)
(missing DOI),Measurement based continuous assessment of software engineering processes,Janne Järvinen,(missing journal),1999,(missing abstract),90922627,19,83,(missing PubMedId)
(missing DOI),An empirical review of software process assessments,"Khaled El Emam, Dennis R. Goldenson",Advances in Computers,1999,(missing abstract),90880758,63,164,(missing PubMedId)
(missing DOI),Guide to the software engineering body of knowledge : trial version : a project of the software engineering coordinating committee,"Alain Abran, James W. Moore",IEEE Computer Society eBooks,2000,(missing abstract),88681791,36,237,(missing PubMedId)
(missing DOI),MIS-PyME Software Measurement Maturity Model-Supporting the Definition of Software Measurement Programs,"María Díaz-Ley, Félix García, Mario Piattini",Lecture Notes in Computer Science,2008,"An important reason why measurement program implementation fails is that the maturity of companies as regards measurement has not been taken into account at its definition phase. Unfortunately, the major methods and frameworks supporting measurement programs ---such as Goal Question Metric (GQM), Goal-Driven Software Measurement, GQ(I)M, PSM and ISO/IEC 15939--- do not explicitly address, this issue, which is especially important in small and medium settings, where low measurement maturity level is typical and there are more measurement implementation constraints. Additionally, these companies usually have poor measurement knowledge, limited resources and budget, which prevent measurement integration in the corporate culture. This restricts measurement support in these companies and increases the chances of failure. In this paper we will be looking at an adaptation of the software measurement maturity method developed by Daskalantonakis. The so-called MIS-PyME maturity model is focused on giving support towards measurement program definition and is integrated in MIS-PyME, a methodological framework for measurement suited to small and medium settings.",87727844,21,22,(missing PubMedId)
(missing DOI),MIS-PyME software measurement capability maturity model - Supporting the definition of software measurement programs and capability determination,"María Díaz-Ley, Félix García, Mario Piattini",Advances in Engineering Software,2010,(missing abstract),87575280,46,29,(missing PubMedId)
(missing DOI),Recommendations to the Adoption of New Software Practices: A Case Study of Team Intention and Behavior in Three Software Companies,"Carol Passos, D. Cruzes, Arthur Hayne, Manoel G. Mendonça",2013 ACM / IEEE International Symposium on Empirical Software Engineering and Measurement,2013,"It is believed that people consider the implications of their actions and act based on a reasonable assessment of those implications. In this context, belief can be defined as a state of mind that embodies trust and confidence in something. So, behavior is driven by what is believed, by what is culturally assumed to be true about the world. Our work aims to study and characterize a belief system of software project teams to understand the beliefs underlying an intention or practice, and seek answers about how people progress from intention to behavior in software engineering environments. We applied a behavioral theory in terms of organizational and team level factors associated to beliefs about the software development practices. A set of interviews on origins, sources and impacts of beliefs on software practices was conducted with professionals from different project teams and companies. The results point out a strong influence of past experiences and repeated behavior on software development practices of project teams. Also, we list a set of practical recommendations for software companies that are dealing with the challenges of adopting new practices on software projects.",87040016,4,58,(missing PubMedId)
(missing DOI),Programming Language Adoption as an Epidemiological Phenomenon,"E. Barreiros, Jones O. Albuquerque, J. P. L. D. Oliveira, Helaine Lins, S. Soares",SBES'17,2017,"In Software Engineering, technology transfer has been faced as a peer to peer problem, concerning only the adoption and innovation agents. This approach works well when one is just seeking the adoption of a technology by a specific client, but it can not solve a common problem that is the adoption of new technologies by a large mass of potential new users. In wider context, it no longer makes sense to focus on peer to peer transfer. A new way of looking at the problem is necessary. The diffusion of innovations is more natural when it is treated as a spread of information in a community, similar to that observed in epidemics. This work proposes a paradigm shift to show that the adoption of programming languages can be formally treated as an epidemic. This shift of focus allows the dynamics of adoption of programming languages to be mathematically modeled as such, defining models that explain the communities' behavior when adopting programming languages, and allows some forecast to be made.",86483392,1,44,(missing PubMedId)
