Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"Packaging experiences for improving testing technique selection","-","S. Vegas; Natalia Juristo Juzgado; V. Basili","2006","Journal of Systems and Software","10.1016/j.jss.2006.02.049","3","false","https://doi.org/10.1016/j.jss.2006.02.049","Schema (genetic algorithms); Computer science; Software; Selection (genetic algorithm); Software engineering; Data mining; Risk analysis (engineering); Information retrieval; Artificial intelligence; Medicine","en","13","Include"
"A Framework for Comparing Efficiency, Effectiveness and Applicability of Software Testing Techniques","Software testing is expensive for the industry, and always constrained by time and effort. Although there is a multitude of test techniques, there are currently no scientifically based guidelines for the selection of appropriate techniques of different domains and contexts. For large complex systems, some techniques are more efficient in finding failures than others and some are easier to apply than others are. From an industrial perspective, it is important to find the most effective and efficient test design technique that is possible to automate and apply. In this paper, we propose an experimental framework for comparison of test techniques with respect to efficiency, effectiveness and applicability. We also plan to evaluate ease of automation, which has not been addressed by previous studies. We highlight some of the problems of evaluating or comparing test techniques in an objective manner. We describe our planned process for this multi-phase experimental study. This includes presentation of some of the important measurements to be collected with the dual goals of analyzing the properties of the test technique, as well as validating our experimental framework","Sigrid Eldh; H. Hansson; S. Punnekkat; Anders Pettersson; Daniel Sundmark","2006","Testing: Academic & Industrial Conference - Practice And Research Techniques","10.1109/taic-part.2006.1","52","false","https://doi.org/10.1109/taic-part.2006.1","Computer science; Process (computing); Test plan; Automation; Test case; Integration testing; Test Management Approach; Software engineering; Test (biology); Software","en","-","Include"
"A state-of-practice questionnaire on verification and validation for concurrent programs","Research in verification and validation (V&amp;V) for concurrent programs can be guided by practitioner information. A survey was therefore run to gain state-of-practice information in this context. The survey presented in this paper collected state-of-practice information on V&amp;V technology in concurrency from 35 respondents. The results of the survey can help refine existing V&amp;V technology by providing a better understanding of the context of V&amp;V technology usage. Responses to questions regarding the motivation for selecting V&amp;V technologies can help refine a systematic approach to V&amp;V technology selection.","Margaret A. Wojcicki; P. Strooper","2006","Parallel and Distributed Systems: Testing, Analysis, and Debugging","10.1145/1147403.1147405","18","false","https://doi.org/10.1145/1147403.1147405","Concurrency; Context (archaeology); Computer science; State (computer science); Information technology; Knowledge management; Software engineering; Data science; Programming language; Operating system","en","-","Include"
"REST Journal on Emerging trends in Modelling and Manufacturing","REST Journal on Emerging trends in Modelling and Manufacturing ( ISSN No: 2455-4537) About the journal The research and development in modeling and manufacturing are very important for the development of sustainable economic development of society. Keeping this objective in view, REST publishers started a Journal with the title “Journal on Emerging trends in Modelling and Manufacturing”. This journal will publish Research","T. Krishnakumar; M.Ramachandran","2022","-","10.46632/jemm","3","-","https://doi.org/10.46632/jemm","","-","-","Include"
"Techniques of Test Case Prioritization","-","A. Rajput; Anirudh; Sheetal S. Joshi","2020","Asset Analytics","10.1007/978-981-15-3643-4_36","1","false","https://doi.org/10.1007/978-981-15-3643-4_36","Prioritization; Computer science; Scope (computer science); Identification (biology); Metric (unit); Pareto principle; Software; Test case; Extreme programming; Search-based software engineering","en","11","Include"
"TX-A: UMA ABORDAGEM PARA MELHORAR A EXPERIÊNCIA DO TESTADOR EM PROJETOS DE SOFTWARE","<jats:p>Scrum abrange a melhoria contínua e, naturalmente, tende a evoluir a sua própria implementação ao longo do tempo. No entanto, ele pode ser mal utilizado, atrasando seus benefícios de produtividade e qualidade. Para que isso não ocorra, é necessária a avaliação periódica de como seus princípios e práticas são compreendidos e implementados. Alguns modelos de maturidade permitem medir a forma de adoção de práticas ágeis, entretanto, esses modelos usualmente são generalistas e por isso muito extensos. Então, este artigo propõe o Agile DMAIC, um método que visa identificar e solucionar problemas no uso do Scrum, fornecendo medições qualitativas e quantitativas do quão distante a sua aplicação está de sua melhor implementação possível. Para avaliar o Agile DMAIC, ele é aplicado em sete projetos reais e seus resultados são também discutidos neste artigo.</jats:p>","Oswald Mesumbe Ekwoge; Oswald Mesumbe Ekwoge; Cláudio Dias Neto","2018","Anais do XIII Simpósio Brasileiro de Qualidade de Software (SBQS 2014)","10.5753/sbqs.2014.15248","-","-","https://doi.org/10.5753/sbqs.2014.15248","","-","15","Include"
"Knowledge Management in Software Testing: A Systematic Snowball Literature Review","Background: Software testing benefits from the usage of Knowledge Management (KM) methods and principles. Thus, there is a need to adopt KM to the software testing core processes and attain the benefits that it provides in terms of cost, quality, etc. Aim: To investigate the usage and implementation of KM for software testing. The major objectives include 1. To identify various software testing aspects that receive more attention while applying KM. 2. To analyse multiple software testing techniques, i.e. test design, test execution and test result analysis and highlight KM involvement in these. 3. To gather challenges faced by industry due to the lack of KM initiatives in software testing. Method: A Systematic Literature Review (SLR) was conducted utilizing the guidelines for snowballing reviews by Wohlin. The identified studies were analysed in relation to their rigor and relevance to assess the quality of the results. Results: The initial resulting set provided 4832 studies. From these, 35 peer-reviewed papers were chosen among which 31 are primary, and 4 are secondary studies. The literature review results indicated nine testing aspects being in focus when applying KM within various adaptation contexts and some benefits from KM application. Several challenges were identified, e.g., improper selection and application of better-suited techniques, a low reuse rate of software testing knowledge, barriers in software testing knowledge transfer, no possibility to quickly achieve the most optimum distribution of human resources during testing, etc. Conclusions: The study brings supporting evidence that the application of KM in software testing is necessary, e.g., to increase test effectiveness, select and apply testing techniques. The study outlines the testing aspects and testing techniques that benefit their users.","K. Wnuk; Thrinay Garrepalli","2018","e-Informatica Software Engineering Journal","10.5277/e-inf180103","36","true","https://doi.org/10.5277/e-inf180103","Systematic review; Computer science; Political science; MEDLINE; Law","en","-","Include"
"SeleCTT: ferramenta para automatização do processo de seleção de técnicas de teste de software concorrente","<jats:p>Transações comerciais normalmente envolvem negociação entre vários parceiros comerciais e somente é concluída após todos os parâmetros (tais como, preço, qualidade do produto e prazos de entrega) relativos a negociação terem sido avaliados. Esse processo pode demandar bastante tempo, considerando os cenários de negociação atuais. A Tecnologia da Informação (TI) tem um papel importante em processos de negociação, especialmente em relação ao seu gerenciamento, fazendo com que as empresas busquem ferramentas eficientes para atingir melhor resultado em seus negócios. Este artigo descreve a especificação de uma ferramenta baseada em agentes de software destinada a avaliar os parâmetros de uma negociação e realizar a transação em nome das entidades envolvidas.</jats:p>","F. Moura; S. M. Melo; S. R. S. Souza","2018","Anais do III Simpósio Brasileiro de Sistemas de Informação (SBSI 2006)","10.5753/sbsi.2006.14745","1","-","https://doi.org/10.5753/sbsi.2006.14745","","-","8","Include"
"Modelo de gestión de conocimiento aplicado a las pruebas de software","Las pruebas de software son una actividad intensiva en conocimiento y relevante para asegurar la calidad del producto de software. Por otro lado, la gestion de conocimiento es una disciplina transversal en las organizaciones que contribuye al aprendizaje organizacional y a la mejora continua de los procesos. A nivel academico y empresarial, existen varias iniciativas para articular la gestion del conocimiento a las pruebas de software, siendo la adopcion de estas practicas costosas y con largos periodos de implementacion, y en algunos casos, el esfuerzo invertido resulta infructuoso. Partiendo que el individuo es el principal dinamizador de cualquier estrategia para gestionar el conocimiento, las organizaciones intensivas en conocimiento deben ser analizadas como un sistema multicapa que integran tres niveles individual, grupal y organizacional. En consecuencia, en esta tesis se presenta un modelo de gestion de conocimiento que articula las practicas y actividades de las pruebas de software desde una estrategia individual basada en los principios de mejora continua y aprendizaje organizacional. El modelo se soporta en la definicion de un proceso de prueba personal basado en conocimiento (PTPk) que instancia la estructura e intencionalidad del proceso de software personal (PSP) e integra practicas de calidad a traves del aprendizaje basado en experiencias que inciden en la cultura y la conducta del profesional de pruebas de software.","D. Duran","2018","Ingenierías USBMed","10.21500/20275846.2836","1","-","https://doi.org/10.21500/20275846.2836","","-","8","Include"
"Characterization of tests focused on validation of software project","In this paper, a method is applied to identify and characterize what software testing should be applied to a software project for technological validation. The method was applied to a Web project and resulted in a characterization of the tests to which a project must be subjected to verify its functional and non-functional requirements. The characterization determined which tests should be applied to the project. Furthermore, the results of the characterization define a test plan that presents the validation tests for a specific project, and the problem of applying specific and appropriate tests to the project is thus resolved.","J. Villalón; G. Agustín; José de Jesús Jiménez Puello; Tomás San Feliu Gilabert","2015","Computer Languages","10.1016/0096-0551(83)90033-4","1","-","https://doi.org/10.1016/0096-0551(83)90033-4","","en","-","Include"
"Incorporating Workflow for V&V/UQ in the Sandia Analysis Workbench.","Abstract not provided.","E. Friedman-Hill; E. Hoffman; Marcus J. Gibson; R. Clay; K. Olson","2015","OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information)","10.7771/2327-2937.1085","8","-","https://doi.org/10.7771/2327-2937.1085","","en","-","Include"
"Knowledge management initiatives in software testing: A mapping study","-","É. Souza; R. Falbo; N. Vijaykumar","2015","Information and Software Technology","10.1016/j.infsof.2014.05.016","58","false","https://doi.org/10.1016/j.infsof.2014.05.016","Computer science; Test strategy; Software engineering; Software; Reuse; Set (abstract data type); Data science; Knowledge management; Engineering; Waste management","en","14","Include"
"An architectural model for software testing lesson learned systems","Context: Software testing is a key aspect of software reliability and quality assurance in a context where software development constantly has to overcome mammoth challenges in a continuously changing environment. One of the characteristics of software testing is that it has a large intellectual capital component and can thus benefit from the use of the experience gained from past projects. Software testing can, then, potentially benefit from solutions provided by the knowledge management discipline. There are in fact a number of proposals concerning effective knowledge management related to several software engineering processes. Objective: We defend the use of a lesson learned system for software testing. The reason is that such a system is an effective knowledge management resource enabling testers and managers to take advantage of the experience locked away in the brains of the testers. To do this, the experience has to be gathered, disseminated and reused. Method: After analyzing the proposals for managing software testing experience, significant weaknesses have been detected in the current systems of this type. The architectural model proposed here for lesson learned systems is designed to try to avoid these weaknesses. This model (i) defines the structure of the software testing lessons learned; (ii) sets up procedures for lesson learned management; and (iii) supports the design of software tools to manage the lessons learned. Results: A different approach, based on the management of the lessons learned that software testing engineers gather from everyday experience, with two basic goals: usefulness and applicability. Conclusion: The architectural model proposed here lays the groundwork to overcome the obstacles to sharing and reusing experience gained in the software testing and test management. As such, it provides guidance for developing software testing lesson learned systems.","Javier Andrade Garda; J. A. Casal; María-Aurora Martínez; J. Pazos; Santiago Rodríguez Yáñez; Julio Romera; S. Suárez","2013","Information and Software Technology","10.1016/j.infsof.2012.03.003","33","-","https://doi.org/10.1016/j.infsof.2012.03.003","","-","-","Include"
"SOA und Softwarequalität","Trotz intensiver Forschung sowohl zu SOA als auch zu Softwarequalität existiert wenig belegtes Wissen über deren Zusammenhänge. Zur Schließung dieser Forschungslücke werden Einflüsse sowohl des Architekturstils SOA als auch allgemeiner Architektureigenschaften auf die Softwarequalität identifiziert und über ein Qualitätsmodell für SOA formalisiert. SOA-Experten aus Industrie und Forschung bewerten das Modell als gut strukturiert und verständlich und bestätigen, dass es die wichtigen Eigenschaften der Architektur angemessen abbildet. Da das Modell zu existierenden Qualitätsanalysewerkzeugen kompatibel ist, erlaubt es standardisierte, automatisierte und reproduzierbare Architekturqualitätsbewertungen. Da diese Werkzeuge auch für die Analyse von Quellcode verwendet werden können, ermöglicht diese Konsolidierung von Werkzeugen Kosteneinsparungen im Qualitätsmanagement.","A. Göb","2013","mediaTUM – the media and publications repository of the Technical University Munich (Technical University Munich)","10.3139/9783446435827.001","3","-","https://doi.org/10.3139/9783446435827.001","","de","15","Include"
"A Novel Approach for Effectiveness and Efficiency of Unit Testing for Object Oriented Programs","-","M. C. Pandey; M. Saini; Rameshwaram Tiwari","2012","International Review on Computers and Software (IRECOS)","10.15866/irecos.v9i11.4542","-","-","https://doi.org/10.15866/irecos.v9i11.4542","","-","-","Include"
"Achieving Software Engineering Knowledge Items with an Unit Testing Approach","-","A. N. Kumar; B. Geetha","2012","IEEE Transactions on Software Engineering","10.1109/tse.2009.13","1","-","https://doi.org/10.1109/tse.2009.13","","-","15","Include"
"On Test Design","-","Sigrid Eldh","2011","Silos","10.4324/9780203223512_chapter_40","22","false","https://doi.org/10.4324/9780203223512_chapter_40","Test (biology); Test design; Computer science; Mathematics; Geology; Test method; Statistics; Paleontology","en","24","Include"
"Seleção de Técnicas de Teste Baseado em Modelos","Esta tese propõe uma abordagem para apoiar a seleção combinada de Técnicas de Teste Baseado em Modelos (TTBMs) para projetos de software, chamada Porantim, formada por (1) um corpo de conhecimento composto por 219 TTBMs identificadas na literatura técnica e (2) um processo de apoio à seleção de TTBMs que provê indicadores de adequabilidade de TTBMs a projetos de software a partir de suas características técnicas. Resultados de avaliação experimental indicam que esta abordagem contribui para melhorar a efetividade e eficiência do processo de seleção de TTBMs quando comparada a outra abordagem de seleção disponível na literatura técnica. Em complemento, é apresentada a infraestrutura computacional de apoio à seleção de TTBMs para projetos de software e sua avaliação em uma organização de software internacional.","A. C. Dias-Neto; G. H. Travassos","2010","Brazilian Symposium on Software Quality","10.5753/sbqs.2010.15449","-","true","https://doi.org/10.5753/sbqs.2010.15449","Computer science; Humanities; Philosophy","pt","-","Include"
"A Picture from the Model-Based Testing Area: Concepts, Techniques, and Challenges","-","A. C. Dias-Neto; G. Travassos","2010","Advances in Computing","10.1016/s0065-2458(10)80002-6","52","false","https://doi.org/10.1016/s0065-2458(10)80002-6","Test strategy; Computer science; Field (mathematics); Software; Software engineering; Systems engineering; Risk analysis (engineering); Engineering; Business; Mathematics","en","76","Include"
"Systematic Review on Testing Aspect-orientedPrograms : Challenges, Techniques and Their Effectiveness","Aspect-oriented programming is a relatively new programming paradigm and it builds on the basis of object oriented programming paradigm. It deals with those concerns that cross-cut the modularity of traditional programming mechanisms and it aims at reduction of code and to provide higher cohesion. As with any new technology aspect oriented programming provides some benefits and also there are some costs associated with it. In this thesis we have done a systematic review on aspect oriented software testing in the context of testing challenges. Detailed analysis have been made to show that how effective are the structural test techniques to handle these challenges. We have given the analysis of Aspect-oriented test techniques effectiveness, based on research literature.","K. Shabbir; M. Amar","2008","KTH Publication Database DiVA (KTH Royal Institute of Technology)","10.1109/iadcc.2013.6514441","3","-","https://doi.org/10.1109/iadcc.2013.6514441","","-","7","Include"
"Estratégia para Apoiar a Seleção de Abordagens de Teste Baseado em Modelos para Projetos de Software","Tecnologias de Software, tais como abordagens de teste baseado em modelos, possuem características e limitações específicas que afetam a sua utilização em projetos de software. É importante tornar disponível conhecimento sobre tais tecnologias para apoiar sua aplicabilidade em projetos de software. Em particular, a escolha de abordagem de teste baseado em modelos pode influenciar no sucesso ou fracasso dos testes. Portanto, neste artigo é apresentado o conhecimento adquirido a partir de estudos secundários e primários relacionados a abordagens de teste baseado em modelos e proposta uma estratégia visando apoiar a seleção dessas abordagens para projetos de software.","A. C. Dias-Neto; G. H. Travassos","2008","Brazilian Symposium on Software Quality","10.5753/sbqs.2008.15538","1","true","https://doi.org/10.5753/sbqs.2008.15538","Computer science; Software; Programming language","pt","-","Include"
"On Evaluating Test Techniques in an Industrial Setting","Testing is a costly and an important activity in the software industry today. The systems are becoming more complex and the amount of code is constantly increasing. The majority of systems need to ...","Sigrid Eldh","2007","Proceedings of the 2002 American Control Conference (IEEE Cat. No.CH37301)","10.1109/acc.2002.1023174","3","-","https://doi.org/10.1109/acc.2002.1023174","","-","-","Include"
"Integration of Analytical Quality Assurance Methods into Agile Software Construction Practice Research Proposal for a Family of Controlled Experiments","<jats:p>This chapter presents a teaching framework for agile quality—that is, the way quality issues are perceived in agile software development environments. The teaching framework consists of nine principles, the actual implementation of which is varied and should be adjusted for different specific teaching environments. This chapter outlines the principles and addresses their contribution to learners’ understanding of agile quality. In addition, we highlight some of the differences between agile software development and plan-driven software development in general, and with respect to software quality in particular. This chapter provides a framework to be used by software engineering instructors who wish to base students learning on students’ experiences of the different aspects involved in software development environments.</jats:p>","Dietmar Winkler","2006","Software Applications","10.4018/978-1-60566-060-8.ch157","-","-","https://doi.org/10.4018/978-1-60566-060-8.ch157","","-","14","Include"
"Bridging Theory and Practice: Designing Immersive VR Environments for Legal Education","<jats:p>Although some research has explored the use of non-immersive technologies in legal education, there is a noticeable gap in the literature concerning the design and implementation of immersive virtual reality environments within the context of law clinics. This study explores the design features and relationships between key elements of immersive virtual reality (VR) environments tailored for legal clinics, aiming to bridge the gap between practice-based learning and theory-based methods in legal education. A Delphi study involving 20 expert panelists from diverse backgrounds, including VR design, instructional design, information technology law, and criminal law, was conducted. The study identified crucial design features that VR scenarios should incorporate, including realism, informative content, adaptive difficulty levels, and multiple outcome paths based on user responses. Additionally, the research highlighted the significance of VR environments offering high levels of realism, interactivity, diversity, ergonomic and universal design considerations, and cost-effectiveness and ease of use. The findings from this study not only align with existing research on VR design but also contribute fresh insights into the interplay between these design features. This research offers valuable theoretical and practical implications by shedding light on how VR environments can enhance both practice-oriented and theory-based legal education. Furthermore, it suggests a potential role map for guiding future studies in this domain. Given the ongoing evolution of legal clinics and educational technology, further research is warranted to explore the application of these VR design features in diverse learning contexts and to assess their effectiveness in fostering specific legal skills.</jats:p>","Ezgi Doğan; Ferhan Şahin","2026","Journal of University Teaching and Learning Practice","10.53761/28x0a184","-","-","https://doi.org/10.53761/28x0a184","","-","-","Include"
"Scoping software process lines","Abstract Defining organization‐specific process standards by integrating, harmonizing, and standardizing heterogeneous and often implicit processes is an important task, especially for large development organizations. On the one hand, such a standard must be generic enough to cover all of the organization's development activities; on the other hand, it must be as detailed and precise as possible to support employees' daily work. Today, organizations typically maintain and advance a plethora of individual processes, each addressing specific problems. This requires enormous effort, which could be spent more efficiently. This article introduces an approach for developing a Software Process Line that, similar to a Software Product Line, promises to reduce the complexity and thus, the effort required for managing the processes of a software organization. We propose Scoping, Modeling, and Architecting the Software Process Line as major steps, and describe in detail the Scoping approach we recommend, based on an analysis of the potential products to be produced in the future, the projects expected in the future, and the respective process capabilities needed. In addition, the article sketches experience from determining the scope of space process standards for satellite software development. Finally, it discusses the approach, draws conclusions, and gives an outlook on future work. Copyright © 2009 John Wiley &amp; Sons, Ltd.","Ove Armbrust; Masafumi Katahira; Yuko Miyamoto; Jürgen Münch; Haruka Nakao; Alexis Ocampo","2009","Software Process Improvement and Practice","10.1002/spip.412","35","false","https://doi.org/10.1002/spip.412","Process (computing); Scope (computer science); Computer science; Software development process; Software development; Team software process; Software; Software engineering; Task (project management); Software product line","en","-","Include"
"Developing Software Technologies through Experimentation: Experiences from the Battlefield.","-","Arilo Dias Neto; Rodrigo Spínola; Guilherme Horta Travassos","2010","Conferencia Iberoamericana de Software Engineering","10.1007/978-3-030-30985-5_6","19","-","https://doi.org/10.1007/978-3-030-30985-5_6","","en","16","Include"
"A learning-based method for combining testing techniques","This work presents a method to combine testing techniques adaptively during the testing process. It intends to mitigate the sources of uncertainty of software testing processes, by learning from past experience and, at the same time, adapting the technique selection to the current testing session. The method is based on machine learning strategies. It uses offline strategies to take historical information into account about the techniques performance collected in past testing sessions; then, online strategies are used to adapt the selection of test cases to the data observed as the testing proceeds. Experimental results show that techniques performance can be accurately characterized from features of the past testing sessions, by means of machine learning algorithms, and that integrating this result into the online algorithm allows improving the fault detection effectiveness with respect to single testing techniques, as well as to their random combination.","Domenico Cotroneo; Roberto Pietrantuono; Stefano Russo","2013","2013 35th International Conference on Software Engineering (ICSE)","10.1109/icse.2013.6606560","16","false","https://doi.org/10.1109/icse.2013.6606560","Computer science; Machine learning; Test strategy; Non-regression testing; Process (computing); Software performance testing; Artificial intelligence; Selection (genetic algorithm); Random testing; Session (web analytics)","en","-","Include"
"Using a ELECTRE MCDM method for Software Testing Techniques","Software testing techniques are gleaned from business to test the application under test against functional or non-functional requirements The methods used are Each testing technique is specific Helps to detect type deficiency. Software Development Life Cycle (SDLC) is a structured process, which is low productivity To develop high-quality, low-cost software over time helps. The goal of SDLC is, all customers meet expectations and demands and It's about building great software that breaks. ELECTRE (Elimination and Choix Traduisant La Realite -Elimination and Choice expresses reality) methods from recruitment to many real-world decision-making There are problems widely used. Transportation and more. Theoretical research on the fundamentals of electre methods is also active at this time. Alternative: Equal distribution, Boundary Value Analysis, Chaos, Cause-Effect graph, orthogonal array Test, all pair test. Evaluation Preference: Control Flow Testing, Branch Testing, Basic path testing, and data flow Test. From the result it is seen that data flow testing is got the first rank whereas is the control flow testing has the lowest rank. The value of the dataset for Range of Software Testing Techniques in ELECTRE Method shows that it results in data flow testing and top ranking.","Krishna Kumar TP; M Ramachandran; Muhammad Jamil; Muhammad Abid; Normi Arif; Awang Sham; Akhlaq Abubakar; Ahmad; Sira Vegas; Victor Basili; Karuturi Sneha; M Gowda; Malle; Victor Basili; Richard Selby; Earl Barr; Mark Harman; Phil Mcminn; Muzammil Shahbaz; Shin Yoo; Anju Bansal; Tanja Vos; Beatriz Marn; Maria Escalona; Alessandro Marchetto; Lionel Briand; Yvan Labiche; Sigrid Eldh; Hans Hansson; Sasikumar Punnekkat; Anders Pettersson; Daniel Sundmark; Hyunsook Do; Sebastian Elbaum; Gregg Rothermel; Lionel Briand; Gordon Fraser; Andrea Arcuri; Henry Muccini; Antonio Di; Francesco; Patrizio Esposito; James Whittaker; Michael Thomason; Mumtaz Khan; Mohd Ahmad; Sadiq; Richard Demillo; S Dany; W Guindi; A Mccracken; Kim Offutt; King; Mark Harman; Yue Jia; Yuanyuan Zhang; Eugenia Daz; Javier Tuya; Raquel Blanco; Diner; mit Hasan; Serhat Hacolu; Yksel; Jiunn-Woei Lian; Chih-Kun Ke; Ming-Che Wu; Ting-Yu Chen; Liguo Fei; Jun Xia; Yuqiang Feng; Luning Liu; Fatma Dammak; Leila Baccour; Abdelkarim Ben Ayed; Adel Alimi; Muhammad Hassan; Mohd Firdhaus Che; Uzair Mohd; Muhammad Rosli; Mohd Afiq; Redzuan; Mohammad Khandan; Maryam Maghsoudipour; Shahram Vosoughi; Stefanovi-Marinovi; Marko Jelena; Ivan Petkovi; Stanimirovi; Kannan Govindan; Martin Brandt; Jepsen; Chen-Tung Chen; Wei-Zhan Hung; Faramak Zandi; Madjid Tavana; David Martin; Adel Hatami-Marbini; Madjid Tavana","2019","REST Journal on Emerging trends in Modelling and Manufacturing","10.46632/jemm/5/4/6","7","true","https://doi.org/10.46632/jemm/5/4/6","ELECTRE; Multiple-criteria decision analysis; Software; Computer science; Mathematics; Operations research; Programming language","en","9","Include"
"Selecting verification and validation techniques for simulation projects: a planning and tailoring strategy","Conducting verification and validation (V&amp;amp;V) of modeling and simulation (M&amp;amp;S) requires systematic and structured application of different V&amp;amp;V techniques throughout the M&amp;amp;S life cycle. Whether an existing technique is appropriate to a particular V&amp;amp;V activity depends not only on the characteristics of the technique but also on the situation where it will be applied. Although there already exit several guidance documents describing a variety of V&amp;amp;V techniques and their application potential, accessible findings or experiences on the effective selection of suitable V&amp;amp;V techniques for a given M&amp;amp;S context are still lacking. This paper presents: 1.) a characterization approach to developing a V&amp;amp;V techniques catalog that packages the available techniques together with the information about their application conditions; and 2.) a planning and tailoring strategy for project-specific selection of the appropriate V&amp;amp;V techniques from the established catalog according to the goals and characteristics of a simulation study. 1","Zhongshi Wang","2013","-","10.5555/2675983.2676140","6","false","https://doi.org/10.5555/2675983.2676140","Computer science; Selection (genetic algorithm); Verification and validation; Systems engineering; Verification and validation of computer simulation models; Software engineering; Engineering; Artificial intelligence; Operations management; Statistics","en","-","Include"
"A survey on the practices of software testing: a look into Brazilian companies","[Context:] Software testing is essential for all software development, and techniques and criteria have been proposed to ensure its quality in different application domains. [Objective:] This survey aims at the identification of software testing practices in Brazilian industries, towards an overview of the latest testing techniques, selection processes, challenges faced, tools and metrics used by testers. [Methodology:] Survey questions were carefully designed for providing relevant information to both industry and academy and evaluated by testers for improving the quality of the survey. [Results and Conclusions:] Our study provides insights into the current software testing practices in Brazilian software companies. The results show testers select a testing technique according to the project scope under development; however, most companies have shown a lack of importance and priority regarding to the testing activity. Some challenges raised will foster new research topics, outlined by the needs faced by testers in practice.","Ítalo Santos; Silvana Morita Melo; Paulo Sérgio Lopes de Souza; Simone R. S. Souza","2022","Journal of Software Engineering Research and Development","10.5753/jserd.2022.786","5","true","https://doi.org/10.5753/jserd.2022.786","Scope (computer science); Software testing; Computer science; Software quality; Context (archaeology); Software development; Software engineering; Quality (philosophy); Identification (biology); Regression testing","en","-","Include"
"A Toolbox for software architecture design","L'architettura software è emersa come una importante tematica, nel campo del software engineering, per gestire la complessità relativa allo sviluppo e manutenzione di grandi sistemi software. L' idea chiave di questa tesi è che non c'è alcuna soluzione miracolosa nell' ambito del software engineering ma ogni tecnica ha i suoi vantaggi e svantaggi; di conseguenza, la bontà di un determinato metodo varia in base alle caratteristiche del contesto di applicazione. Un famoso proverbio dice: 1)un cattivo artigiano incolpa i suoi strumenti, 2) il peggior artigiano sceglie lo strumento sbagliato e poi da colpa allo strumento, 3) un buon artigiano sceglie ed usa gli strumenti in maniera opportuna. Mentre la comunità del software engineering si è occupata prevalentemente di offrire sempre nuovi metodi il cui utilizzo è supposto dare dei risultati migliori dei precedenti, c'è un vuoto nell' assistere l'architetto del sistema software nel selezionare o mettere a punto il giusto metodo. In questo contesto, la presente tesi offre un insieme di strumenti per la progettazione dell' architettura software, dal quale l' architetto di sistema è agevolato a selezione (e mettere appunto) il miglior strumento da utilizzare in base alle peculiarità del contesto di applicazione. Progettare una architettura software è un' attività molto complicata e involve differente tipologie di attività; la presente tesi riguarda le seguenti attività: metodi di progettazione dell' architettura software; tecniche decisionali per giungere a compromessi durane la progettazione dell' architettura software; strategie per applicare studi empirici sui metodi di progettazione architetturale; strategie di documentazioni delle decisioni progettuali.","Davide Falessi","2008","Cineca Institutional Research Information System (Tor Vergata University)","10.58015/falessi-davide_phd2008-01-07","-","true","https://doi.org/10.58015/falessi-davide_phd2008-01-07","Toolbox; Computer science; Software engineering; Architecture; Software; Programming language; History; Archaeology","en","-","Include"
"A characterization approach to selecting verification and validation techniques for simulation projects","Conducting verification and validation (V&V) of modeling and simulation (M&S) requires systematic and structured application of different V&V techniques throughout the M&S life cycle. Whether an existing technique is appropriate to a particular V&V activity depends not only on the characteristics of the technique but also on the situation where it will be applied. This work proposes a characterization approach to identifying and specifying the information relevant for selecting V&V techniques by means of an M&S-specific characterization schema. Based on the proposed schema, an application catalog that works as an information repository for V&V techniques selection is established. This characterization is applicable to any simulation study with well defined and structured model development and V&V processes.","Zhongshi Wang","2012","Winter Simulation Conference","10.5555/2429759.2430267","-","false","https://doi.org/10.5555/2429759.2430267","Computer science; Schema (genetic algorithms); Characterization (materials science); Data mining; Information retrieval; Materials science; Nanotechnology","en","-","Include"
